Bin name	Completeness	Genome size	GC content
SRR5947048.001.fasta	99.1%	2882217	58.1
SRR5947048.002.fasta	69.2%	2860684	56.2
SRR5947048.003.fasta	100.0%	4934232	42.4
SRR5947048.004.fasta	56.1%	3795757	43.9
SRR5947048.005.fasta	46.7%	5136687	49.7
SRR5947048.006.fasta	57.9%	4475926	38.0
SRR5947048.007.fasta	57.0%	3174398	44.3
SRR5947048.008.fasta	76.6%	3523232	49.7
Bin name	Completeness	Genome size	GC content
SRR5947057.001.fasta	80.4%	3172876	43.4
SRR5947057.002.fasta	84.1%	5219533	46.5
SRR5947057.003.fasta	98.1%	4865663	41.6
SRR5947057.004.fasta	77.6%	5160515	46.3
SRR5947057.005.fasta	99.1%	4661915	45.0
SRR5947057.006.fasta	56.1%	7126663	37.9
SRR5947057.007.fasta	72.0%	7272491	42.6
SRR5947057.008.fasta	72.9%	6550457	47.6
SRR5947057.009.fasta	67.3%	4786967	42.3
SRR5947057.010.fasta	62.6%	2641234	59.6
SRR5947057.011.fasta	36.4%	1274105	58.6
Bin name	Completeness	Genome size	GC content
SRR5947070.001.fasta	99.1%	4441764	40.0
SRR5947070.002.fasta	100.0%	4865992	42.2
SRR5947070.003.fasta	97.2%	7562960	42.8
SRR5947070.004.fasta	96.3%	3081924	54.0
SRR5947070.005.fasta	73.8%	8883347	39.9
SRR5947070.006.fasta	57.0%	4032981	44.5
SRR5947070.007.fasta	41.1%	3251199	48.3
SRR5947070.008.fasta	42.1%	2073751	60.1
SRR5947070.009.fasta	33.6%	1931052	54.8
SRR5947070.010.fasta	39.3%	2152320	46.1
Bin name	Completeness	Genome size	GC content
SRR5947072.001.fasta	91.6%	3945418	44.0
SRR5947072.002.fasta	90.7%	5120645	40.3
SRR5947072.003.fasta	99.1%	2607510	45.5
SRR5947072.004.fasta	75.7%	6114423	46.9
SRR5947072.005.fasta	94.4%	7997513	42.7
SRR5947072.006.fasta	68.2%	3417475	56.9
SRR5947072.007.fasta	83.2%	5522803	43.3
SRR5947072.008.fasta	15.0%	4559398	35.1
SRR5947072.009.fasta	94.4%	2745100	54.7
SRR5947072.010.fasta	32.7%	3114015	61.4
SRR5947072.011.fasta	47.7%	3662788	40.7
SRR5947072.012.fasta	34.6%	3727050	48.3
SRR5947072.013.fasta	97.2%	3175468	58.4
SRR5947072.014.fasta	56.1%	2918119	41.7
SRR5947072.015.fasta	76.6%	3064062	46.1
SRR5947072.016.fasta	37.4%	5375508	39.3
SRR5947072.017.fasta	38.3%	2744253	48.6
SRR5947072.018.fasta	76.6%	8988371	44.0
SRR5947072.019.fasta	47.7%	3334023	51.9
SRR5947072.020.fasta	30.8%	1825218	60.3
SRR5947072.021.fasta	38.3%	1883990	43.2
SRR5947072.022.fasta	63.6%	1921678	38.6
Bin name	Completeness	Genome size	GC content
SRR5947080.001.fasta	99.1%	5267138	43.1
SRR5947080.002.fasta	89.7%	2272650	59.7
SRR5947080.003.fasta	12.1%	1785273	51.8
SRR5947080.004.fasta	56.1%	2734293	58.5
SRR5947080.005.fasta	80.4%	4201564	42.3
Bin name	Completeness	Genome size	GC content
SRR5947104.001.fasta	95.3%	5288444	41.9
SRR5947104.002.fasta	72.0%	5715435	46.9
SRR5947104.003.fasta	98.1%	2694726	45.1
SRR5947104.004.fasta	72.9%	3726856	41.1
SRR5947104.005.fasta	61.7%	3784083	43.4
SRR5947104.006.fasta	82.2%	2771546	55.4
SRR5947104.007.fasta	76.6%	7430044	47.5
SRR5947104.008.fasta	78.5%	3531725	59.8
SRR5947104.009.fasta	13.1%	4379416	37.1
SRR5947104.010.fasta	48.6%	3015448	53.7
SRR5947104.011.fasta	92.5%	3332235	42.4
SRR5947104.012.fasta	38.3%	3046712	59.6
SRR5947104.013.fasta	95.3%	4154906	61.6
SRR5947104.014.fasta	60.7%	1504635	45.3
SRR5947104.015.fasta	53.3%	2630619	44.7
SRR5947104.016.fasta	43.0%	4846150	43.8
Bin name	Completeness	Genome size	GC content
SRR5947834.001.fasta	0.0%	321572	42.4
SRR5947834.002.fasta	87.9%	5058098	46.0
SRR5947834.003.fasta	95.3%	3192268	58.7
SRR5947834.004.fasta	62.6%	3788155	46.8
SRR5947834.005.fasta	60.7%	4511816	41.1
SRR5947834.006.fasta	93.5%	3948624	49.7
SRR5947834.007.fasta	58.9%	2562066	56.8
Bin name	Completeness	Genome size	GC content
SRR5983317.001.fasta	98.1%	5131726	41.5
SRR5983317.002.fasta	2.8%	1324143	49.7
SRR5983317.003.fasta	92.5%	2843041	58.1
SRR5983317.004.fasta	73.8%	4043615	42.7
SRR5983317.005.fasta	86.0%	1668724	38.9
SRR5983317.006.fasta	34.6%	1739892	37.4
SRR5983317.007.fasta	57.0%	4211718	59.2
SRR5983317.008.fasta	36.4%	2307200	43.4
SRR5983317.009.fasta	36.4%	4810991	37.7
SRR5983317.010.fasta	44.9%	2450833	42.6
SRR5983317.011.fasta	63.6%	4200805	50.8
SRR5983317.012.fasta	47.7%	4646992	47.0
SRR5983317.013.fasta	72.0%	4035824	43.9
SRR5983317.014.fasta	37.4%	1515056	59.6
Bin name	Completeness	Genome size	GC content
SRR5983326.001.fasta	53.3%	1807786	43.9
SRR5983326.002.fasta	47.7%	4252155	41.6
SRR5983326.003.fasta	58.9%	5067100	47.9
SRR5983326.004.fasta	97.2%	7224582	41.6
SRR5983326.005.fasta	95.3%	9840453	40.5
SRR5983326.006.fasta	46.7%	3923286	48.4
SRR5983326.007.fasta	90.7%	4268697	45.8
SRR5983326.008.fasta	47.7%	4441477	44.8
SRR5983326.009.fasta	83.2%	3062222	57.3
SRR5983326.010.fasta	56.1%	2916424	47.5
SRR5983326.011.fasta	39.3%	1684244	60.6
SRR5983326.012.fasta	55.1%	2704110	56.7
Bin name	Completeness	Genome size	GC content
SRR5983372.001.fasta	95.3%	4639474	42.6
SRR5983372.002.fasta	98.1%	4823499	48.4
SRR5983372.003.fasta	25.2%	3312796	37.1
SRR5983372.004.fasta	75.7%	3502722	41.9
SRR5983372.005.fasta	58.9%	5965015	43.6
SRR5983372.006.fasta	46.7%	4194868	47.1
SRR5983372.007.fasta	28.0%	3115014	50.6
SRR5983372.008.fasta	58.9%	2376359	40.8
SRR5983372.009.fasta	38.3%	2467689	44.6
SRR5983372.010.fasta	18.7%	2141858	40.6
SRR5983372.011.fasta	73.8%	2558145	59.4
SRR5983372.012.fasta	33.6%	2488505	46.2
SRR5983372.013.fasta	81.3%	2747011	55.9
Bin name	Completeness	Genome size	GC content
SRR5983393.001.fasta	0.9%	272693	43.9
SRR5983393.002.fasta	20.6%	1977243	43.9
SRR5983393.003.fasta	82.2%	3882582	41.1
SRR5983393.004.fasta	40.2%	2654079	47.4
SRR5983393.005.fasta	40.2%	2361115	46.2
SRR5983393.006.fasta	41.1%	3161683	46.5
SRR5983393.007.fasta	87.9%	6508612	41.9
SRR5983393.008.fasta	55.1%	7312358	46.4
SRR5983393.009.fasta	55.1%	7606133	39.9
SRR5983393.010.fasta	54.2%	3328647	46.3
SRR5983393.011.fasta	78.5%	3968349	58.2
Bin name	Completeness	Genome size	GC content
SRR5983406.001.fasta	93.5%	2672875	54.4
SRR5983406.002.fasta	58.9%	5057140	42.3
SRR5983406.003.fasta	66.4%	3107186	37.2
SRR5983406.004.fasta	30.8%	3333339	46.2
Bin name	Completeness	Genome size	GC content
SRR5983422.001.fasta	0.9%	176448	36.6
SRR5983422.002.fasta	94.4%	6253845	46.6
SRR5983422.003.fasta	38.3%	1968343	40.2
SRR5983422.004.fasta	65.4%	5794890	42.6
SRR5983422.005.fasta	23.4%	1624440	38.0
SRR5983422.006.fasta	30.8%	1187370	53.0
SRR5983422.007.fasta	90.7%	2256552	55.4
SRR5983422.008.fasta	61.7%	3812422	60.5
SRR5983422.009.fasta	26.2%	4178557	39.9
SRR5983422.010.fasta	53.3%	5438143	45.9
Bin name	Completeness	Genome size	GC content
SRR5983470.001.fasta	0.0%	394012	35.2
SRR5983470.002.fasta	0.9%	280860	41.2
SRR5983470.003.fasta	73.8%	3376566	41.8
SRR5983470.004.fasta	51.4%	5183783	47.5
SRR5983470.005.fasta	32.7%	2905020	37.1
SRR5983470.006.fasta	47.7%	3075150	41.4
SRR5983470.007.fasta	70.1%	2844730	58.3
SRR5983470.008.fasta	68.2%	2412348	58.5
Bin name	Completeness	Genome size	GC content
SRR5983479.001.fasta	99.1%	2312797	39.4
SRR5983479.002.fasta	75.7%	2304702	63.1
SRR5983479.003.fasta	57.0%	4071376	56.4
SRR5983479.004.fasta	57.9%	2594112	61.3
SRR5983479.005.fasta	88.8%	3766611	51.0
SRR5983479.006.fasta	73.8%	4254335	43.9
SRR5983479.007.fasta	53.3%	2685399	63.6
SRR5983479.008.fasta	55.1%	3306532	36.4
SRR5983479.009.fasta	60.7%	4184477	42.6
SRR5983479.010.fasta	67.3%	6384390	50.3
SRR5983479.011.fasta	30.8%	933133	58.2
Bin name	Completeness	Genome size	GC content
SRR5983481.001.fasta	95.3%	3054560	55.4
SRR5983481.002.fasta	97.2%	4261921	41.7
SRR5983481.003.fasta	86.0%	5597414	46.9
SRR5983481.004.fasta	75.7%	7470993	42.2
SRR5983481.005.fasta	10.3%	3426261	36.2
SRR5983481.006.fasta	39.3%	6132432	45.4
SRR5983481.007.fasta	46.7%	6465904	42.0
SRR5983481.008.fasta	69.2%	4680247	52.6
SRR5983481.009.fasta	49.5%	3491156	46.6
SRR5983481.010.fasta	94.4%	4010481	59.8
SRR5983481.011.fasta	57.9%	4995449	41.1
SRR5983481.012.fasta	36.4%	4945000	46.7
SRR5983481.013.fasta	67.3%	1920895	44.0
SRR5983481.014.fasta	73.8%	4212431	61.1
SRR5983481.015.fasta	45.8%	2277656	46.4
